Diện tích (m^2),Khu vực,Mô tả vị trí,Mặt tiền (m),Số phòng ngủ,WC,Giá nhà (Tỷ)
95,Quận Ngũ Hành Sơn,NHÀ MẶT PHỐ,10,3.0,3.0,3.8
70,Quận Liên Chiểu,NHÀ ĐẤT THỔ CƯ,4,3.0,3.0,3.55
52,Quận Thanh Khê,NHÀ TRONG NGÕ,5,4.0,4.0,4.3
100,Quận Liên Chiểu,NHÀ MẶT PHỐ,5,3.0,3.0,4.5
65,Quận Thanh Khê,NHÀ TRONG NGÕ,4,4.0,4.0,4.0
52,Quận Thanh Khê,NHÀ TRONG NGÕ,5,4.0,4.0,4.33
65,Quận Sơn Trà,NHÀ TRONG NGÕ,5,4.0,4.0,4.6
50,Quận Thanh Khê,NHÀ TRONG NGÕ,4,2.0,1.0,1.6
90,Quận Thanh Khê,NHÀ TRONG NGÕ,5,5.5,2.0,2.0
57,Quận Liên Chiểu,CĂN HỘ CHUNG CƯ,6,3.0,3.0,1.79
95,Quận Sơn Trà,NHÀ TRONG NGÕ,5,3.0,3.0,5.51
90,Quận Sơn Trà,NHÀ MẶT PHỐ,5,3.0,3.0,3.0
204,Quận Hải Châu,CĂN HỘ CHUNG CƯ,7,2.0,2.0,0.11
44,Quận Thanh Khê,NHÀ MẶT PHỐ,4,3.0,3.0,3.0
43,Quận Thanh Khê,NHÀ TRONG NGÕ,6,2.0,2.0,3.0
200,Quận Hải Châu,"NHÀ BIỆT THỰ, LIỀN KỀ",8,4.0,4.0,21.6
204,Huyện Hòa Vang,"NHÀ BIỆT THỰ, LIỀN KỀ",5,2.0,2.0,1.2
60,Quận Thanh Khê,NHÀ TRONG NGÕ,6,2.0,3.0,2.6
95,Quận Hải Châu,NHÀ MẶT PHỐ,5,5.0,3.0,9.5
65,Quận Ngũ Hành Sơn,CONDOTEL,10,2.0,2.0,4.0
125,Quận Liên Chiểu,NHÀ MẶT PHỐ,5,4.0,4.0,5.4
70,Quận Hải Châu,NHÀ MẶT PHỐ,10,3.0,3.0,12.5
66,Quận Liên Chiểu,NHÀ TRONG NGÕ,5,2.0,3.0,2.25
100,Quận Ngũ Hành Sơn,NHÀ MẶT PHỐ,5,3.0,3.0,4.2
204,Quận Sơn Trà,NHÀ MẶT PHỐ,10,3.0,3.0,20.1
70,Quận Ngũ Hành Sơn,NHÀ MẶT PHỐ,5,4.0,5.0,13.8
100,Quận Cẩm Lệ,NHÀ MẶT PHỐ,5,3.0,2.0,3.3
75,Quận Cẩm Lệ,NHÀ MẶT PHỐ,5,3.0,3.0,3.5
44,Quận Hải Châu,NHÀ ĐẤT THỔ CƯ,4,3.0,3.0,3.85
180,Quận Thanh Khê,"NHÀ BIỆT THỰ, LIỀN KỀ",4,4.0,5.0,4.2
65,Quận Thanh Khê,NHÀ MẶT PHỐ,4,3.0,3.0,3.95
120,Quận Liên Chiểu,NHÀ MẶT PHỐ,5,2.0,1.0,2.6
120,Quận Liên Chiểu,NHÀ TRONG NGÕ,10,3.0,3.0,4.25
100,Quận Cẩm Lệ,NHÀ MẶT PHỐ,5,3.0,4.0,4.9
75,Quận Thanh Khê,NHÀ MẶT PHỐ,4,3.0,3.0,16.0
150,Quận Liên Chiểu,NHÀ MẶT PHỐ,7,4.0,3.0,7.8
45,Quận Thanh Khê,NHÀ TRONG NGÕ,4,2.0,2.0,2.68
197,Quận Thanh Khê,NHÀ MẶT PHỐ,5,4.0,5.0,4.6
100,Quận Ngũ Hành Sơn,NHÀ ĐẤT THỔ CƯ,5,3.0,3.0,3.8
88,Quận Cẩm Lệ,NHÀ MẶT PHỐ,5,4.0,4.0,5.5
60,Quận Ngũ Hành Sơn,NHÀ MẶT PHỐ,5,2.0,3.0,5.25
180,Quận Cẩm Lệ,NHÀ MẶT PHỐ,4,5.0,5.0,14.5
200,Quận Ngũ Hành Sơn,NHÀ ĐẤT THỔ CƯ,8,3.0,2.0,11.0
59,Quận Thanh Khê,NHÀ ĐẤT THỔ CƯ,6,3.0,3.0,4.0
59,Quận Thanh Khê,NHÀ ĐẤT THỔ CƯ,6,4.0,3.0,4.0
160,Quận Thanh Khê,NHÀ MẶT PHỐ,6,4.0,3.0,8.7
70,Quận Liên Chiểu,NHÀ TRONG NGÕ,4,2.0,3.0,3.29
137,Quận Liên Chiểu,NHÀ ĐẤT THỔ CƯ,5,2.0,1.0,2.55
150,Quận Liên Chiểu,NHÀ MẶT PHỐ,4,4.0,2.0,3.63
75,Quận Hải Châu,NHÀ TRONG NGÕ,5,3.0,3.0,4.2
106,Quận Thanh Khê,NHÀ MẶT PHỐ,9,2.0,2.0,15.9
72,Quận Liên Chiểu,NHÀ MẶT PHỐ,4,3.0,3.0,4.0
93,Quận Liên Chiểu,NHÀ TRONG NGÕ,4,3.0,2.0,2.7
110,Quận Ngũ Hành Sơn,NHÀ MẶT PHỐ,5,3.0,3.0,11.0
88,Quận Sơn Trà,"NHÀ BIỆT THỰ, LIỀN KỀ",5,5.5,7.0,12.0
100,Quận Ngũ Hành Sơn,"NHÀ BIỆT THỰ, LIỀN KỀ",5,3.0,3.0,4.5
51,Quận Sơn Trà,NHÀ MẶT PHỐ,4,2.0,2.0,4.0
51,Quận Sơn Trà,NHÀ MẶT PHỐ,4,3.0,2.0,4.0
200,Quận Cẩm Lệ,NHÀ MẶT PHỐ,10,3.0,2.0,13.5
204,Quận Ngũ Hành Sơn,"NHÀ BIỆT THỰ, LIỀN KỀ",10,5.0,6.0,0.097
100,Quận Sơn Trà,NHÀ MẶT PHỐ,5,5.5,4.0,8.3
100,Quận Cẩm Lệ,NHÀ MẶT PHỐ,5,3.0,3.0,3.6
83,Quận Ngũ Hành Sơn,CĂN HỘ CHUNG CƯ,8,2.0,2.0,5.44
80,Quận Hải Châu,NHÀ TRONG NGÕ,3,2.0,1.0,2.95
42,Quận Sơn Trà,CĂN HỘ CHUNG CƯ,10,1.5,1.0,2.3
204,Quận Ngũ Hành Sơn,CĂN HỘ CHUNG CƯ,7,2.0,3.0,2.1
60,Quận Hải Châu,NHÀ MẶT PHỐ,5,3.0,3.0,4.34
60,Quận Hải Châu,NHÀ MẶT PHỐ,5,4.0,3.0,4.35
130,Quận Ngũ Hành Sơn,NHÀ MẶT PHỐ,5,4.0,3.0,7.0
130,Quận Ngũ Hành Sơn,NHÀ MẶT PHỐ,5,4.0,3.0,7.5
100,Quận Ngũ Hành Sơn,NHÀ MẶT PHỐ,6,3.0,2.0,3.0
182,Quận Ngũ Hành Sơn,NHÀ MẶT PHỐ,7,4.0,3.0,7.0
106,Quận Liên Chiểu,NHÀ MẶT PHỐ,5,4.0,3.0,4.2
70,Quận Sơn Trà,NHÀ TRONG NGÕ,4,4.0,4.0,4.0
80,Quận Liên Chiểu,NHÀ TRONG NGÕ,4,3.0,3.0,3.15
72,Quận Cẩm Lệ,NHÀ TRONG NGÕ,6,3.0,2.0,2.4
100,Quận Liên Chiểu,NHÀ MẶT PHỐ,5,3.0,3.0,9.2
100,Quận Liên Chiểu,NHÀ MẶT PHỐ,5,4.0,3.0,3.55
106,Quận Hải Châu,NHÀ TRONG NGÕ,6,3.0,3.0,5.8
65,Quận Thanh Khê,NHÀ MẶT PHỐ,4,5.0,3.0,9.0
120,Quận Sơn Trà,NHÀ MẶT PHỐ,5,3.0,3.0,5.0
137,Quận Hải Châu,NHÀ MẶT PHỐ,8,5.5,5.0,16.2
110,Quận Sơn Trà,NHÀ MẶT PHỐ,5,3.0,1.0,4.7
72,Quận Thanh Khê,NHÀ TRONG NGÕ,6,3.0,3.0,3.99
100,Quận Cẩm Lệ,NHÀ MẶT PHỐ,5,3.0,3.0,3.6
75,Quận Thanh Khê,NHÀ MẶT PHỐ,5,2.0,2.0,3.55
56,Quận Liên Chiểu,NHÀ TRONG NGÕ,8,2.0,2.0,2.55
56,Quận Thanh Khê,"NHÀ BIỆT THỰ, LIỀN KỀ",4,4.0,5.0,4.5
105,Quận Ngũ Hành Sơn,CĂN HỘ CHUNG CƯ,8,3.0,3.0,4.8
130,Quận Liên Chiểu,NHÀ TRONG NGÕ,4,3.0,2.0,2.75
72,Quận Liên Chiểu,NHÀ MẶT PHỐ,4,2.0,1.0,1.85
100,Quận Cẩm Lệ,NHÀ MẶT PHỐ,5,3.0,2.0,3.75
80,Quận Thanh Khê,NHÀ TRONG NGÕ,5,3.0,2.0,4.2
50,Quận Thanh Khê,NHÀ TRONG NGÕ,10,2.0,1.0,1.88
114,Quận Thanh Khê,NHÀ MẶT PHỐ,3,4.0,2.0,8.5
1,Quận Hải Châu,NHÀ MẶT PHỐ,10,3.0,3.0,17.5
80,Quận Cẩm Lệ,NHÀ TRONG NGÕ,5,3.0,2.0,3.0
81,Quận Hải Châu,NHÀ TRONG NGÕ,10,2.0,1.0,3.1
145,Quận Cẩm Lệ,NHÀ TRONG NGÕ,6,2.0,1.0,2.5
72,Quận Hải Châu,NHÀ MẶT PHỐ,4,4.0,3.0,6.3
65,Quận Thanh Khê,NHÀ TRONG NGÕ,4,3.0,3.0,3.43
63,Quận Thanh Khê,NHÀ TRONG NGÕ,3,3.0,3.0,3.25
52,Quận Hải Châu,NHÀ MẶT PHỐ,4,5.5,3.0,3.5
110,Quận Cẩm Lệ,NHÀ MẶT PHỐ,5,2.0,1.0,4.2
60,Quận Hải Châu,NHÀ TRONG NGÕ,4,2.0,2.0,2.85
100,Quận Ngũ Hành Sơn,NHÀ MẶT PHỐ,5,3.0,3.0,6.5
50,Quận Hải Châu,NHÀ TRONG NGÕ,5,3.0,3.0,3.5
87,Quận Thanh Khê,NHÀ TRONG NGÕ,3,4.0,3.0,3.52
75,Quận Thanh Khê,NHÀ TRONG NGÕ,4,4.0,4.0,3.15
110,Quận Hải Châu,NHÀ TRONG NGÕ,4,3.0,3.0,5.65
125,Huyện Hòa Vang,CONDOTEL,6,3.0,3.0,0.6
204,Quận Ngũ Hành Sơn,NHÀ MẶT PHỐ,10,3.0,3.0,7.3
80,Quận Hải Châu,NHÀ TRONG NGÕ,5,4.0,5.0,4.5
100,Huyện Hòa Vang,NHÀ MẶT PHỐ,5,1.5,1.0,3.5
150,Quận Ngũ Hành Sơn,"NHÀ BIỆT THỰ, LIỀN KỀ",7,1.5,1.0,5.85
93,Quận Sơn Trà,NHÀ MẶT PHỐ,5,3.0,2.0,5.6
54,Quận Thanh Khê,NHÀ MẶT PHỐ,4,3.0,3.0,3.0
56,Quận Liên Chiểu,CĂN HỘ CHUNG CƯ,7,1.5,1.0,3.36
140,Quận Liên Chiểu,"NHÀ BIỆT THỰ, LIỀN KỀ",10,3.0,3.0,5.4
65,Quận Thanh Khê,NHÀ TRONG NGÕ,4,2.0,1.0,3.0
90,Quận Cẩm Lệ,NHÀ MẶT PHỐ,5,3.0,2.0,3.33
64,Quận Thanh Khê,NHÀ TRONG NGÕ,4,4.0,3.0,3.4
75,Quận Cẩm Lệ,NHÀ MẶT PHỐ,5,3.0,2.0,3.55
195,Quận Hải Châu,NHÀ MẶT PHỐ,6,5.5,7.0,18.0
32,Quận Hải Châu,CĂN HỘ CHUNG CƯ,3,1.5,1.0,0.86
90,Quận Liên Chiểu,NHÀ MẶT PHỐ,5,4.0,4.0,6.0
98,Quận Sơn Trà,NHÀ MẶT PHỐ,5,2.0,1.0,8.0
72,Quận Hải Châu,NHÀ MẶT PHỐ,4,3.0,2.0,5.8
204,Quận Ngũ Hành Sơn,"NHÀ BIỆT THỰ, LIỀN KỀ",10,3.0,3.0,0.15
68,Quận Hải Châu,NHÀ TRONG NGÕ,6,3.0,3.0,4.8
50,Quận Hải Châu,NHÀ MẶT PHỐ,4,5.5,3.0,3.5
55,Quận Thanh Khê,NHÀ TRONG NGÕ,7,2.0,2.0,2.05
40,Quận Hải Châu,NHÀ TRONG NGÕ,4,3.0,2.0,2.07
70,Quận Liên Chiểu,NHÀ TRONG NGÕ,3,3.0,2.0,2.65
56,Quận Thanh Khê,NHÀ TRONG NGÕ,4,3.0,1.0,3.1
65,Quận Hải Châu,NHÀ MẶT PHỐ,5,2.0,2.0,4.2
70,Quận Cẩm Lệ,NHÀ MẶT PHỐ,5,3.0,3.0,3.65
150,Quận Ngũ Hành Sơn,"NHÀ BIỆT THỰ, LIỀN KỀ",10,4.0,2.0,4.8
70,Quận Hải Châu,CĂN HỘ CHUNG CƯ,10,2.0,2.0,6.0
85,Quận Cẩm Lệ,NHÀ MẶT PHỐ,5,4.0,3.0,4.0
75,Quận Thanh Khê,NHÀ TRONG NGÕ,5,3.0,3.0,4.3
62,Quận Thanh Khê,NHÀ MẶT PHỐ,5,2.0,3.0,0.5394
96,Quận Cẩm Lệ,NHÀ MẶT PHỐ,5,5.0,5.0,5.75
110,Quận Ngũ Hành Sơn,NHÀ MẶT PHỐ,10,3.0,3.0,16.0
65,Quận Liên Chiểu,NHÀ TRONG NGÕ,5,2.0,1.0,1.17
77,Quận Hải Châu,NHÀ TRONG NGÕ,5,2.0,2.0,3.5
56,Quận Thanh Khê,NHÀ TRONG NGÕ,4,3.0,2.0,3.1
56,Quận Thanh Khê,NHÀ TRONG NGÕ,4,2.0,2.0,3.1
52,Quận Liên Chiểu,NHÀ TRONG NGÕ,7,3.0,3.0,0.169
70,Quận Liên Chiểu,NHÀ TRONG NGÕ,3,2.0,1.0,2.5
70,Quận Hải Châu,CĂN HỘ CHUNG CƯ,10,2.0,2.0,0.11
137,Quận Sơn Trà,NHÀ MẶT PHỐ,8,3.0,3.0,16.3
100,Quận Hải Châu,NHÀ TRONG NGÕ,5,2.0,3.0,3.4
204,Quận Ngũ Hành Sơn,"NHÀ BIỆT THỰ, LIỀN KỀ",10,3.0,3.0,25.0
159,Quận Hải Châu,NHÀ MẶT PHỐ,5,4.0,4.0,24.5
129,Quận Liên Chiểu,NHÀ TRONG NGÕ,4,5.5,6.0,2.95
68,Quận Hải Châu,NHÀ MẶT PHỐ,4,3.0,2.0,5.6
70,Quận Cẩm Lệ,NHÀ MẶT PHỐ,5,3.0,2.0,3.5
127,Huyện Hòa Vang,NHÀ MẶT PHỐ,5,3.0,2.0,4.9
187,Quận Cẩm Lệ,NHÀ MẶT PHỐ,8,4.0,4.0,17.6
108,Quận Ngũ Hành Sơn,NHÀ TRONG NGÕ,5,2.0,1.0,2.1
108,Quận Ngũ Hành Sơn,NHÀ TRONG NGÕ,5,3.0,3.0,2.1
50,Quận Hải Châu,NHÀ MẶT PHỐ,4,3.0,3.0,3.45
63,Quận Hải Châu,NHÀ TRONG NGÕ,4,2.0,2.0,2.8
204,Quận Cẩm Lệ,NHÀ MẶT PHỐ,10,4.0,4.0,0.115
130,Quận Hải Châu,NHÀ TRONG NGÕ,4,3.0,3.0,4.6
110,Quận Ngũ Hành Sơn,NHÀ MẶT PHỐ,5,4.0,4.0,5.2
100,Quận Liên Chiểu,NHÀ MẶT PHỐ,7,5.5,3.0,3.9
90,Quận Hải Châu,NHÀ MẶT PHỐ,4,3.0,3.0,4.6
90,Quận Ngũ Hành Sơn,NHÀ MẶT PHỐ,5,4.0,3.0,6.7
204,Quận Hải Châu,NHÀ MẶT PHỐ,5,4.0,4.0,3.9
110,Quận Hải Châu,NHÀ TRONG NGÕ,4,3.0,4.0,5.75
56,Quận Thanh Khê,NHÀ MẶT PHỐ,4,4.0,4.0,5.95
152,Quận Thanh Khê,NHÀ MẶT PHỐ,8,3.0,3.0,4.2
33,Quận Hải Châu,CĂN HỘ CHUNG CƯ,2,1.5,1.0,0.87
65,Quận Thanh Khê,NHÀ TRONG NGÕ,6,4.0,3.0,2.8
50,Quận Hải Châu,NHÀ TRONG NGÕ,5,3.0,2.0,3.0
60,Quận Hải Châu,NHÀ MẶT PHỐ,4,5.0,3.0,4.2
95,Quận Thanh Khê,NHÀ MẶT PHỐ,5,2.0,1.0,0.35625
114,Quận Thanh Khê,NHÀ MẶT PHỐ,5,2.0,1.0,3.75
60,Quận Liên Chiểu,NHÀ MẶT PHỐ,5,4.0,3.0,4.65
60,Quận Thanh Khê,NHÀ TRONG NGÕ,5,3.0,4.0,3.65
50,Quận Thanh Khê,NHÀ TRONG NGÕ,4,3.0,3.0,0.0935
108,Quận Thanh Khê,NHÀ MẶT PHỐ,5,4.0,5.0,7.3
65,Quận Hải Châu,NHÀ TRONG NGÕ,7,3.0,3.0,3.2
120,Quận Thanh Khê,NHÀ MẶT PHỐ,6,3.0,3.0,2.8
120,Quận Thanh Khê,NHÀ MẶT PHỐ,5,4.0,3.0,3.0
75,Quận Thanh Khê,NHÀ MẶT PHỐ,5,3.0,3.0,3.2
71,Quận Hải Châu,NHÀ TRONG NGÕ,9,3.0,3.0,7.4
80,Quận Hải Châu,NHÀ TRONG NGÕ,4,3.0,3.0,3.0
120,Quận Cẩm Lệ,NHÀ TRONG NGÕ,5,1.5,1.0,1.85
62,Quận Hải Châu,CĂN HỘ CHUNG CƯ,10,5.5,7.0,22.0
90,Quận Ngũ Hành Sơn,NHÀ MẶT PHỐ,5,4.0,3.0,6.5
95,Quận Thanh Khê,NHÀ MẶT PHỐ,5,5.5,6.0,5.0
80,Quận Cẩm Lệ,NHÀ MẶT PHỐ,5,4.0,4.0,4.8
50,Quận Hải Châu,NHÀ MẶT PHỐ,4,3.0,3.0,4.5
75,Quận Thanh Khê,NHÀ TRONG NGÕ,5,3.0,3.0,4.8
114,Quận Ngũ Hành Sơn,NHÀ MẶT PHỐ,5,5.5,6.0,11.5
100,Quận Ngũ Hành Sơn,NHÀ MẶT PHỐ,5,5.5,7.0,2.35
96,Quận Thanh Khê,NHÀ MẶT PHỐ,5,3.0,3.0,8.9
82,Quận Hải Châu,NHÀ TRONG NGÕ,4,3.0,3.0,4.5
90,Quận Thanh Khê,NHÀ MẶT PHỐ,5,5.5,7.0,2.7
115,Quận Cẩm Lệ,NHÀ MẶT PHỐ,5,3.0,3.0,5.9
100,Quận Cẩm Lệ,NHÀ MẶT PHỐ,5,3.0,2.0,0.58
150,Quận Sơn Trà,NHÀ TRONG NGÕ,5,3.0,3.0,2.0
70,Quận Hải Châu,NHÀ MẶT PHỐ,4,2.0,2.0,5.6
204,Quận Liên Chiểu,NHÀ MẶT PHỐ,5,4.0,3.0,9.0
71,Quận Liên Chiểu,CĂN HỘ CHUNG CƯ,10,3.0,2.0,0.6
175,Quận Cẩm Lệ,NHÀ MẶT PHỐ,5,5.5,6.0,19.1
100,Quận Ngũ Hành Sơn,NHÀ MẶT PHỐ,5,5.0,3.0,5.5
51,Quận Hải Châu,NHÀ TRONG NGÕ,4,2.0,2.0,4.5
80,Quận Cẩm Lệ,NHÀ MẶT PHỐ,5,3.0,3.0,2.9
46,Quận Ngũ Hành Sơn,CĂN HỘ CHUNG CƯ,5,1.5,2.0,1.17
80,Quận Sơn Trà,"NHÀ BIỆT THỰ, LIỀN KỀ",4,4.0,2.0,5.9
158,Quận Liên Chiểu,NHÀ MẶT PHỐ,5,3.0,2.0,3.0
125,Quận Cẩm Lệ,NHÀ MẶT PHỐ,5,4.0,4.0,7.0
80,Quận Cẩm Lệ,NHÀ MẶT PHỐ,5,2.0,2.0,5.0
70,Quận Hải Châu,NHÀ MẶT PHỐ,4,3.0,3.0,3.5
100,Quận Cẩm Lệ,NHÀ MẶT PHỐ,5,3.0,2.0,5.3
66,Quận Thanh Khê,NHÀ TRONG NGÕ,4,3.0,3.0,3.0
44,Quận Cẩm Lệ,NHÀ TRONG NGÕ,4,2.0,2.0,1.85
72,Quận Sơn Trà,NHÀ MẶT PHỐ,4,2.0,2.0,3.5
204,Quận Ngũ Hành Sơn,NHÀ TRONG NGÕ,10,1.5,1.0,2.7
45,Quận Hải Châu,NHÀ MẶT PHỐ,4,3.0,3.0,7.9
120,Quận Ngũ Hành Sơn,NHÀ MẶT PHỐ,7,3.0,3.0,23.0
57,Quận Hải Châu,NHÀ MẶT PHỐ,5,4.0,4.0,15.0
48,Quận Hải Châu,NHÀ MẶT PHỐ,4,4.0,4.0,17.0
65,Quận Cẩm Lệ,NHÀ TRONG NGÕ,4,3.0,2.0,2.1
80,Quận Liên Chiểu,NHÀ TRONG NGÕ,4,4.0,3.0,2.85
100,Quận Liên Chiểu,NHÀ MẶT PHỐ,5,4.0,3.0,3.55
150,Quận Liên Chiểu,NHÀ MẶT PHỐ,7,3.0,2.0,3.4
204,Quận Cẩm Lệ,"NHÀ BIỆT THỰ, LIỀN KỀ",10,5.5,4.0,17.0
100,Quận Liên Chiểu,NHÀ MẶT PHỐ,5,3.0,3.0,5.3
90,Quận Thanh Khê,NHÀ TRONG NGÕ,10,5.0,2.0,2.7
83,Quận Liên Chiểu,NHÀ MẶT PHỐ,5,2.0,1.0,4.1
106,Quận Liên Chiểu,NHÀ MẶT PHỐ,6,3.0,2.0,5.3
60,Quận Sơn Trà,NHÀ MẶT PHỐ,7,3.0,3.0,3.4
80,Quận Cẩm Lệ,NHÀ MẶT PHỐ,5,2.0,2.0,3.8
100,Quận Cẩm Lệ,NHÀ MẶT PHỐ,5,3.0,3.0,4.8
204,Quận Liên Chiểu,NHÀ MẶT PHỐ,5,3.0,3.0,9.0
90,Quận Cẩm Lệ,NHÀ MẶT PHỐ,5,4.0,2.0,4.4
55,Quận Cẩm Lệ,NHÀ MẶT PHỐ,4,3.0,4.0,0.3245
60,Quận Sơn Trà,NHÀ MẶT PHỐ,7,3.0,3.0,3.4
80,Quận Liên Chiểu,NHÀ TRONG NGÕ,4,3.0,2.0,2.9
110,Quận Liên Chiểu,NHÀ MẶT PHỐ,5,3.0,2.0,5.3
70,Quận Liên Chiểu,NHÀ TRONG NGÕ,10,2.0,1.0,2.5
67,Quận Thanh Khê,NHÀ MẶT PHỐ,4,3.0,2.0,4.6
66,Quận Sơn Trà,NHÀ MẶT PHỐ,4,3.0,3.0,3.7
47,Quận Cẩm Lệ,NHÀ TRONG NGÕ,4,2.0,2.0,4.9
60,Quận Hải Châu,NHÀ MẶT PHỐ,4,5.5,5.0,5.5
50,Quận Hải Châu,NHÀ TRONG NGÕ,5,2.0,2.0,2.15
106,Quận Cẩm Lệ,NHÀ MẶT PHỐ,5,3.0,2.0,0.53
180,Quận Cẩm Lệ,NHÀ MẶT PHỐ,5,5.5,5.0,19.2
75,Quận Thanh Khê,NHÀ TRONG NGÕ,5,5.5,6.0,3.15
100,Quận Cẩm Lệ,NHÀ MẶT PHỐ,5,5.5,7.0,13.5
55,Quận Cẩm Lệ,NHÀ MẶT PHỐ,4,3.0,3.0,5.9
70,Quận Sơn Trà,NHÀ MẶT PHỐ,5,3.0,3.0,3.9
115,Quận Cẩm Lệ,NHÀ MẶT PHỐ,7,3.0,3.0,3.77
91,Quận Hải Châu,NHÀ MẶT PHỐ,4,3.0,3.0,9.69
85,Quận Ngũ Hành Sơn,NHÀ MẶT PHỐ,5,5.5,7.0,4.2
158,Quận Sơn Trà,NHÀ MẶT PHỐ,8,3.0,2.0,11.3
70,Quận Sơn Trà,NHÀ MẶT PHỐ,5,4.0,4.0,7.0
70,Quận Hải Châu,NHÀ MẶT PHỐ,8,2.0,2.0,4.17
81,Quận Sơn Trà,CĂN HỘ CHUNG CƯ,5,3.0,3.0,10.5
60,Quận Sơn Trà,NHÀ MẶT PHỐ,7,5.5,3.0,14.0
45,Quận Liên Chiểu,CĂN HỘ CHUNG CƯ,10,3.0,2.0,1.0
204,Quận Ngũ Hành Sơn,"NHÀ BIỆT THỰ, LIỀN KỀ",10,5.0,6.0,12.0
204,Quận Ngũ Hành Sơn,"NHÀ BIỆT THỰ, LIỀN KỀ",10,5.0,3.0,4.0
90,Quận Ngũ Hành Sơn,NHÀ MẶT PHỐ,5,5.5,7.0,8.0
70,Quận Hải Châu,NHÀ MẶT PHỐ,4,3.0,2.0,4.3
82,Quận Ngũ Hành Sơn,CĂN HỘ CHUNG CƯ,10,2.0,2.0,4.5
77,Quận Ngũ Hành Sơn,CĂN HỘ CHUNG CƯ,10,3.0,2.0,3.0
65,Quận Ngũ Hành Sơn,CĂN HỘ CHUNG CƯ,10,3.0,2.0,3.0
80,Quận Hải Châu,CĂN HỘ CHUNG CƯ,10,2.0,2.0,2.33
100,Quận Ngũ Hành Sơn,NHÀ MẶT PHỐ,5,3.0,4.0,6.8
105,Quận Ngũ Hành Sơn,CĂN HỘ CHUNG CƯ,10,3.0,3.0,1.27
59,Quận Ngũ Hành Sơn,CĂN HỘ CHUNG CƯ,10,1.5,1.0,0.714
51,Quận Thanh Khê,NHÀ TRONG NGÕ,4,3.0,2.0,3.15
77,Quận Ngũ Hành Sơn,CĂN HỘ CHUNG CƯ,10,2.0,2.0,0.96
90,Quận Ngũ Hành Sơn,NHÀ MẶT PHỐ,4,3.0,2.0,7.8
80,Quận Sơn Trà,NHÀ MẶT PHỐ,5,2.0,2.0,3.95
62,Quận Thanh Khê,NHÀ TRONG NGÕ,5,2.0,2.0,2.25
67,Quận Thanh Khê,NHÀ TRONG NGÕ,6,4.0,2.0,2.5
115,Quận Cẩm Lệ,NHÀ MẶT PHỐ,5,3.0,3.0,16.5
105,Quận Ngũ Hành Sơn,CĂN HỘ CHUNG CƯ,10,3.0,4.0,1.07
80,Quận Thanh Khê,NHÀ MẶT PHỐ,5,3.0,2.0,3.3
83,Quận Hải Châu,NHÀ MẶT PHỐ,5,4.0,4.0,5.6
58,Quận Thanh Khê,NHÀ TRONG NGÕ,4,2.0,2.0,3.5
42,Quận Hải Châu,NHÀ TRONG NGÕ,3,3.0,3.0,3.39
115,Quận Cẩm Lệ,NHÀ MẶT PHỐ,5,4.0,2.0,3.9
48,Quận Thanh Khê,NHÀ TRONG NGÕ,4,4.0,3.0,3.37
40,Quận Thanh Khê,NHÀ TRONG NGÕ,4,2.0,2.0,2.35
204,Quận Ngũ Hành Sơn,"NHÀ BIỆT THỰ, LIỀN KỀ",10,4.0,4.0,14.5
41,Quận Thanh Khê,NHÀ TRONG NGÕ,4,3.0,3.0,3.4
75,Quận Hải Châu,NHÀ MẶT PHỐ,4,3.0,2.0,6.09
33,Quận Hải Châu,NHÀ TRONG NGÕ,3,2.0,2.0,1.99
57,Quận Hải Châu,NHÀ TRONG NGÕ,4,4.0,4.0,0.2565
93,Quận Cẩm Lệ,NHÀ MẶT PHỐ,5,3.0,2.0,7.75
81,Quận Hải Châu,NHÀ MẶT PHỐ,4,2.0,1.0,5.4
50,Quận Thanh Khê,NHÀ TRONG NGÕ,5,3.0,2.0,3.0
63,Quận Sơn Trà,NHÀ MẶT PHỐ,3,2.0,1.0,3.4
52,Quận Hải Châu,NHÀ TRONG NGÕ,4,3.0,4.0,4.95
75,Quận Ngũ Hành Sơn,NHÀ MẶT PHỐ,5,3.0,2.0,8.1
88,Quận Hải Châu,NHÀ MẶT PHỐ,5,4.0,3.0,7.3
129,Quận Sơn Trà,NHÀ MẶT PHỐ,5,3.0,2.0,5.5
70,Quận Hải Châu,NHÀ MẶT PHỐ,4,4.0,2.0,4.6
70,Quận Hải Châu,NHÀ MẶT PHỐ,4,3.0,3.0,4.85
130,Quận Ngũ Hành Sơn,NHÀ TRONG NGÕ,7,3.0,4.0,4.5
86,Quận Ngũ Hành Sơn,NHÀ TRONG NGÕ,6,4.0,2.0,3.2
101,Quận Ngũ Hành Sơn,NHÀ MẶT PHỐ,5,4.0,2.0,5.25
81,Quận Ngũ Hành Sơn,NHÀ MẶT PHỐ,4,2.0,2.0,3.9
160,Quận Sơn Trà,NHÀ MẶT PHỐ,8,3.0,2.0,7.3
56,Quận Ngũ Hành Sơn,NHÀ MẶT PHỐ,5,3.0,3.0,5.3
70,Quận Ngũ Hành Sơn,CĂN HỘ CHUNG CƯ,10,2.0,2.0,2.1
85,Quận Ngũ Hành Sơn,CĂN HỘ CHUNG CƯ,10,2.0,2.0,3.4
85,Quận Ngũ Hành Sơn,CĂN HỘ CHUNG CƯ,10,2.0,2.0,1.7
